n:129 mse_avg:0.97 mse_y:1.12 mse_u:0.72 mse_v:0.67 psnr_avg:48.25 psnr_y:47.66 psnr_u:49.59 psnr_v:49.90 
n:130 mse_avg:1.28 mse_y:1.52 mse_u:0.85 mse_v:0.77 psnr_avg:47.05 psnr_y:46.31 psnr_u:48.83 psnr_v:49.28 
n:131 mse_avg:1.14 mse_y:1.36 mse_u:0.70 mse_v:0.73 psnr_avg:47.55 psnr_y:46.81 psnr_u:49.68 psnr_v:49.49 
n:132 mse_avg:1.15 mse_y:1.33 mse_u:0.82 mse_v:0.78 psnr_avg:47.51 psnr_y:46.90 psnr_u:48.98 psnr_v:49.21 
n:133 mse_avg:1.07 mse_y:1.27 mse_u:0.71 mse_v:0.65 psnr_avg:47.82 psnr_y:47.08 psnr_u:49.64 psnr_v:50.03 
n:134 mse_avg:1.21 mse_y:1.42 mse_u:0.82 mse_v:0.78 psnr_avg:47.29 psnr_y:46.61 psnr_u:48.98 psnr_v:49.19 
n:135 mse_avg:1.05 mse_y:1.24 mse_u:0.69 mse_v:0.64 psnr_avg:47.92 psnr_y:47.19 psnr_u:49.76 psnr_v:50.07 
n:136 mse_avg:1.15 mse_y:1.36 mse_u:0.78 mse_v:0.70 psnr_avg:47.52 psnr_y:46.80 psnr_u:49.22 psnr_v:49.69 
n:137 mse_avg:1.07 mse_y:1.20 mse_u:0.79 mse_v:0.80 psnr_avg:47.85 psnr_y:47.32 psnr_u:49.17 psnr_v:49.10 
n:138 mse_avg:1.07 mse_y:1.21 mse_u:0.75 mse_v:0.81 psnr_avg:47.85 psnr_y:47.31 psnr_u:49.39 psnr_v:49.02 
n:139 mse_avg:1.19 mse_y:1.40 mse_u:0.75 mse_v:0.78 psnr_avg:47.38 psnr_y:46.67 psnr_u:49.37 psnr_v:49.21 
n:140 mse_avg:1.17 mse_y:1.38 mse_u:0.72 mse_v:0.77 psnr_avg:47.45 psnr_y:46.72 psnr_u:49.55 psnr_v:49.29 
n:141 mse_avg:0.89 mse_y:1.05 mse_u:0.58 mse_v:0.57 psnr_avg:48.64 psnr_y:47.93 psnr_u:50.50 psnr_v:50.58 
n:142 mse_avg:0.95 mse_y:1.09 mse_u:0.64 mse_v:0.69 psnr_avg:48.36 psnr_y:47.75 psnr_u:50.08 psnr_v:49.71 
n:143 mse_avg:1.01 mse_y:1.20 mse_u:0.63 mse_v:0.63 psnr_avg:48.08 psnr_y:47.32 psnr_u:50.16 psnr_v:50.16 
n:144 mse_avg:0.96 mse_y:1.12 mse_u:0.65 mse_v:0.64 psnr_avg:48.31 psnr_y:47.66 psnr_u:50.02 psnr_v:50.04 
n:145 mse_avg:0.79 mse_y:0.92 mse_u:0.53 mse_v:0.52 psnr_avg:49.16 psnr_y:48.49 psnr_u:50.85 psnr_v:50.98 
n:146 mse_avg:0.84 mse_y:0.97 mse_u:0.57 mse_v:0.59 psnr_avg:48.89 psnr_y:48.27 psnr_u:50.56 psnr_v:50.43 
n:147 mse_avg:0.92 mse_y:1.09 mse_u:0.57 mse_v:0.58 psnr_avg:48.49 psnr_y:47.74 psnr_u:50.57 psnr_v:50.52 
n:148 mse_avg:1.01 mse_y:1.18 mse_u:0.68 mse_v:0.71 psnr_avg:48.07 psnr_y:47.43 psnr_u:49.83 psnr_v:49.64 
n:149 mse_avg:0.94 mse_y:1.11 mse_u:0.59 mse_v:0.57 psnr_avg:48.41 psnr_y:47.66 psnr_u:50.42 psnr_v:50.57 
n:150 mse_avg:1.13 mse_y:1.31 mse_u:0.78 mse_v:0.74 psnr_avg:47.61 psnr_y:46.95 psnr_u:49.23 psnr_v:49.44 
n:151 mse_avg:1.03 mse_y:1.21 mse_u:0.67 mse_v:0.63 psnr_avg:48.02 psnr_y:47.29 psnr_u:49.85 psnr_v:50.15 
n:152 mse_avg:1.08 mse_y:1.24 mse_u:0.76 mse_v:0.71 psnr_avg:47.82 psnr_y:47.19 psnr_u:49.30 psnr_v:49.59 
n:153 mse_avg:1.08 mse_y:1.24 mse_u:0.75 mse_v:0.77 psnr_avg:47.80 psnr_y:47.19 psnr_u:49.39 psnr_v:49.29 
n:154 mse_avg:1.23 mse_y:1.42 mse_u:0.89 mse_v:0.81 psnr_avg:47.24 psnr_y:46.62 psnr_u:48.62 psnr_v:49.06 
n:155 mse_avg:1.08 mse_y:1.26 mse_u:0.74 mse_v:0.71 psnr_avg:47.79 psnr_y:47.13 psnr_u:49.44 psnr_v:49.64 
n:156 mse_avg:1.19 mse_y:1.39 mse_u:0.83 mse_v:0.71 psnr_avg:47.39 psnr_y:46.69 psnr_u:48.94 psnr_v:49.60 
n:157 mse_avg:0.95 mse_y:1.12 mse_u:0.65 mse_v:0.56 psnr_avg:48.35 psnr_y:47.63 psnr_u:49.98 psnr_v:50.63 
n:158 mse_avg:1.24 mse_y:1.45 mse_u:0.84 mse_v:0.81 psnr_avg:47.19 psnr_y:46.52 psnr_u:48.87 psnr_v:49.02 
n:159 mse_avg:0.93 mse_y:1.07 mse_u:0.67 mse_v:0.67 psnr_avg:48.43 psnr_y:47.85 psnr_u:49.88 psnr_v:49.90 
n:160 mse_avg:0.91 mse_y:1.03 mse_u:0.68 mse_v:0.65 psnr_avg:48.55 psnr_y:48.01 psnr_u:49.79 psnr_v:50.00 
n:161 mse_avg:0.91 mse_y:1.07 mse_u:0.61 mse_v:0.59 psnr_avg:48.54 psnr_y:47.86 psnr_u:50.30 psnr_v:50.44 
n:162 mse_avg:0.98 mse_y:1.20 mse_u:0.63 mse_v:0.44 psnr_avg:48.22 psnr_y:47.33 psnr_u:50.17 psnr_v:51.68 
n:163 mse_avg:0.97 mse_y:1.10 mse_u:0.69 mse_v:0.73 psnr_avg:48.26 psnr_y:47.72 psnr_u:49.73 psnr_v:49.50 
n:164 mse_avg:0.82 mse_y:0.94 mse_u:0.60 mse_v:0.56 psnr_avg:48.98 psnr_y:48.38 psnr_u:50.38 psnr_v:50.63 
n:165 mse_avg:1.04 mse_y:1.20 mse_u:0.72 mse_v:0.72 psnr_avg:47.96 psnr_y:47.34 psnr_u:49.54 psnr_v:49.56 
n:166 mse_avg:0.74 mse_y:0.84 mse_u:0.51 mse_v:0.55 psnr_avg:49.46 psnr_y:48.90 psnr_u:51.02 psnr_v:50.72 
n:167 mse_avg:0.86 mse_y:0.93 mse_u:0.67 mse_v:0.74 psnr_avg:48.81 psnr_y:48.45 psnr_u:49.85 psnr_v:49.42 
n:168 mse_avg:0.75 mse_y:0.84 mse_u:0.53 mse_v:0.57 psnr_avg:49.40 psnr_y:48.87 psnr_u:50.91 psnr_v:50.56 
